"FDR","pow"
0,0.0582191780821918
0,0.0684931506849315
0,0.0856164383561644
0.0357142857142857,0.0924657534246575
0.1,0.0924657534246575
0.125,0.0958904109589041
0.166666666666667,0.102739726027397
0.232558139534884,0.113013698630137
0.276595744680851,0.116438356164384
0.396551724137931,0.11986301369863
0.416666666666667,0.11986301369863
0.487179487179487,0.136986301369863
0.523809523809524,0.136986301369863
0.6,0.150684931506849
0.655172413793103,0.171232876712329
0.714912280701754,0.222602739726027
0.746323529411765,0.236301369863014
0.79498861047836,0.308219178082192
0.832298136645963,0.36986301369863
0.857412653446648,0.517123287671233
0.874259381171824,0.654109589041096
0.876049063912201,0.657534246575342
