"alpha","FDR","power"
0.02,0,0
0.05,0,0.188461538461538
0.07,0,0.192307692307692
0.1,0.0294117647058824,0.253846153846154
0.15,0.0256410256410256,0.292307692307692
0.2,0.0240963855421687,0.311538461538462
0.25,0.0645161290322581,0.334615384615385
0.3,0.0818181818181818,0.388461538461538
0.35,0.0775862068965517,0.411538461538462
0.4,0.123188405797101,0.465384615384615
0.45,0.288461538461538,0.569230769230769
0.5,0.331858407079646,0.580769230769231
0.55,0.351020408163265,0.611538461538462
0.6,0.384905660377359,0.626923076923077
0.65,0.53083109919571,0.673076923076923
0.7,0.549367088607595,0.684615384615385
0.75,0.576190476190476,0.684615384615385
0.8,0.632860040567951,0.696153846153846
0.85,0.694581280788177,0.715384615384615
0.9,0.754889178617992,0.723076923076923
0.95,0.848019401778496,0.723076923076923
1,0.863570391872279,0.723076923076923
