"alpha","FDR","power"
0.02,0,0
0.05,0.0114942528735632,0.315018315018315
0.07,0.00970873786407767,0.373626373626374
0.1,0.00952380952380952,0.380952380952381
0.15,0.0403225806451613,0.435897435897436
0.2,0.0914634146341463,0.545787545787546
0.25,0.136842105263158,0.600732600732601
0.3,0.173913043478261,0.626373626373626
0.35,0.217194570135747,0.633699633699634
0.4,0.235042735042735,0.655677655677656
0.45,0.263157894736842,0.666666666666667
0.5,0.291666666666667,0.684981684981685
0.55,0.368932038834951,0.714285714285714
0.6,0.461333333333333,0.73992673992674
0.65,0.498771498771499,0.747252747252747
0.7,0.607547169811321,0.761904761904762
0.75,0.656401944894652,0.776556776556777
0.8,0.722513089005236,0.776556776556777
0.85,0.745803357314149,0.776556776556777
0.9,0.811387900355872,0.776556776556777
0.95,0.849110320284697,0.776556776556777
1,0.849110320284697,0.776556776556777
