"FDR","pow"
0.1,0.0608108108108108
0.130434782608696,0.0675675675675676
0.166666666666667,0.0844594594594595
0.15625,0.0912162162162162
0.354166666666667,0.10472972972973
0.37037037037037,0.114864864864865
0.389830508474576,0.121621621621622
0.393939393939394,0.135135135135135
0.447368421052632,0.141891891891892
0.459770114942529,0.158783783783784
0.467391304347826,0.165540540540541
0.52212389380531,0.182432432432432
0.595890410958904,0.199324324324324
0.62874251497006,0.209459459459459
0.705645161290323,0.246621621621622
0.723809523809524,0.293918918918919
0.764285714285714,0.334459459459459
0.79746835443038,0.432432432432432
0.855412566237699,0.64527027027027
0.868831980012492,0.709459459459459
0.868995633187773,0.709459459459459
0.868995633187773,0.709459459459459
