"FDR","pow"
0,0.0749354005167959
0.0789473684210526,0.0904392764857881
0.1,0.0930232558139535
0.106382978723404,0.108527131782946
0.152542372881356,0.129198966408269
0.176470588235294,0.144702842377261
0.226190476190476,0.167958656330749
0.27,0.188630490956072
0.344,0.211886304909561
0.345588235294118,0.229974160206718
0.38961038961039,0.242894056847545
0.426966292134831,0.263565891472868
0.47,0.27390180878553
0.479638009049774,0.297157622739018
0.549520766773163,0.364341085271318
0.590673575129534,0.408268733850129
0.660412757973734,0.467700258397933
0.701854493580599,0.540051679586563
0.774774774774775,0.710594315245478
0.806009144350098,0.767441860465116
0.81198738170347,0.770025839793282
0.81198738170347,0.770025839793282
