"alpha","FDR","power"
0.02,0,0
0.05,0,0.261627906976744
0.07,0.0185185185185185,0.308139534883721
0.1,0.032258064516129,0.348837209302326
0.15,0.0657894736842105,0.412790697674419
0.2,0.0625,0.436046511627907
0.25,0.111111111111111,0.465116279069767
0.3,0.118279569892473,0.476744186046512
0.35,0.251968503937008,0.552325581395349
0.4,0.349112426035503,0.63953488372093
0.45,0.457399103139013,0.703488372093023
0.5,0.474576271186441,0.720930232558139
0.55,0.550173010380623,0.755813953488372
0.6,0.57516339869281,0.755813953488372
0.65,0.588785046728972,0.767441860465116
0.7,0.6625,0.784883720930233
0.75,0.703947368421053,0.784883720930233
0.8,0.741873804971319,0.784883720930233
0.85,0.799107142857143,0.784883720930233
0.9,0.85038503850385,0.790697674418605
0.95,0.902017291066282,0.790697674418605
1,0.902228612508986,0.790697674418605
