"alpha","FDR","power"
0.02,0,0
0.05,0,0.241573033707865
0.07,0,0.241573033707865
0.1,0.032258064516129,0.337078651685393
0.15,0.0779220779220779,0.398876404494382
0.2,0.0930232558139535,0.438202247191011
0.25,0.151515151515152,0.471910112359551
0.3,0.209090909090909,0.48876404494382
0.35,0.224137931034483,0.50561797752809
0.4,0.324503311258278,0.573033707865168
0.45,0.333333333333333,0.573033707865168
0.5,0.440594059405941,0.634831460674157
0.55,0.452380952380952,0.646067415730337
0.6,0.512,0.685393258426966
0.65,0.557142857142857,0.696629213483146
0.7,0.581939799331104,0.702247191011236
0.75,0.617469879518072,0.713483146067416
0.8,0.652173913043478,0.719101123595506
0.85,0.746561886051081,0.724719101123595
0.9,0.811678832116788,0.724719101123595
0.95,0.843636363636364,0.724719101123595
1,0.873307543520309,0.735955056179775
