"FDR","pow"
0,0.106382978723404
0.09375,0.123404255319149
0.142857142857143,0.127659574468085
0.189189189189189,0.127659574468085
0.255813953488372,0.136170212765957
0.28,0.153191489361702
0.327272727272727,0.157446808510638
0.366666666666667,0.161702127659574
0.409090909090909,0.165957446808511
0.436619718309859,0.170212765957447
0.471264367816092,0.195744680851064
0.556603773584906,0.2
0.652777777777778,0.212765957446809
0.672839506172839,0.225531914893617
0.706806282722513,0.238297872340426
0.736111111111111,0.242553191489362
0.803240740740741,0.361702127659574
0.822299651567944,0.434042553191489
0.881069669247009,0.719148936170213
0.891959798994975,0.731914893617021
0.891959798994975,0.731914893617021
0.891959798994975,0.731914893617021
