"alpha","FDR","power"
0.02,0,0
0.05,0.0142857142857143,0.250909090909091
0.07,0.0273972602739726,0.258181818181818
0.1,0.0263157894736842,0.269090909090909
0.15,0.05,0.345454545454545
0.2,0.119047619047619,0.403636363636364
0.25,0.184397163120567,0.418181818181818
0.3,0.194805194805195,0.450909090909091
0.35,0.275,0.527272727272727
0.4,0.329317269076305,0.607272727272727
0.45,0.370503597122302,0.636363636363636
0.5,0.388888888888889,0.64
0.55,0.402027027027027,0.643636363636364
0.6,0.493112947658402,0.669090909090909
0.65,0.537897310513447,0.687272727272727
0.7,0.580573951434879,0.690909090909091
0.75,0.703592814371258,0.72
0.8,0.734312416555407,0.723636363636364
0.85,0.765882352941176,0.723636363636364
0.9,0.860936408106219,0.723636363636364
0.95,0.860936408106219,0.723636363636364
1,0.860936408106219,0.723636363636364
