"alpha","FDR","power"
0.02,0,0
0.05,0.0227272727272727,0.211822660098522
0.07,0.0212765957446809,0.226600985221675
0.1,0.0512820512820513,0.364532019704433
0.15,0.0638297872340425,0.433497536945813
0.2,0.09,0.448275862068966
0.25,0.102803738317757,0.472906403940887
0.3,0.116071428571429,0.487684729064039
0.35,0.192592592592593,0.536945812807882
0.4,0.226027397260274,0.556650246305419
0.45,0.274390243902439,0.586206896551724
0.5,0.303370786516854,0.610837438423645
0.55,0.313513513513514,0.625615763546798
0.6,0.390697674418605,0.645320197044335
0.65,0.419491525423729,0.67487684729064
0.7,0.611702127659574,0.719211822660099
0.75,0.696098562628337,0.729064039408867
0.8,0.728597449908925,0.733990147783251
0.85,0.794198895027624,0.733990147783251
0.9,0.848884381338742,0.733990147783251
0.95,0.89171511627907,0.733990147783251
1,0.892263195950831,0.733990147783251
