"alpha","FDR","power"
0.02,0.0138888888888889,0.216463414634146
0.05,0.0240963855421687,0.246951219512195
0.07,0.0280373831775701,0.317073170731707
0.1,0.0534351145038168,0.378048780487805
0.15,0.0802469135802469,0.454268292682927
0.2,0.124324324324324,0.49390243902439
0.25,0.125628140703518,0.530487804878049
0.3,0.183333333333333,0.597560975609756
0.35,0.301324503311258,0.643292682926829
0.4,0.352238805970149,0.661585365853659
0.45,0.383561643835616,0.685975609756098
0.5,0.419437340153453,0.692073170731707
0.55,0.464037122969838,0.704268292682927
0.6,0.527054108216433,0.719512195121951
0.65,0.633888048411498,0.73780487804878
0.7,0.677675033025099,0.74390243902439
0.75,0.762452107279693,0.75609756097561
0.8,0.816117216117216,0.765243902439024
0.85,0.831994645247657,0.765243902439024
0.9,0.831994645247657,0.765243902439024
0.95,0.831994645247657,0.765243902439024
1,0.831994645247657,0.765243902439024
