"alpha","FDR","power"
0.02,0,0
0.05,0.04,0.181360201511335
0.07,0.0394736842105263,0.183879093198992
0.1,0.0462962962962963,0.259445843828715
0.15,0.0709677419354839,0.36272040302267
0.2,0.112359550561798,0.397984886649874
0.25,0.131979695431472,0.430730478589421
0.3,0.158878504672897,0.453400503778338
0.35,0.202380952380952,0.506297229219144
0.4,0.22992700729927,0.531486146095718
0.45,0.308868501529052,0.569269521410579
0.5,0.412587412587413,0.634760705289673
0.55,0.522686025408348,0.662468513853904
0.6,0.553691275167785,0.670025188916877
0.65,0.625514403292181,0.687657430730479
0.7,0.702290076335878,0.687657430730479
0.75,0.757346767422334,0.727959697732998
0.8,0.808482438701127,0.727959697732998
0.85,0.808482438701127,0.727959697732998
0.9,0.808482438701127,0.727959697732998
0.95,0.808482438701127,0.727959697732998
1,0.808482438701127,0.727959697732998
