"alpha","FDR","power"
0.02,0,0
0.05,0.037037037037037,0.134715025906736
0.07,0.032258064516129,0.155440414507772
0.1,0.03125,0.160621761658031
0.15,0.075,0.191709844559585
0.2,0.08,0.238341968911917
0.25,0.101694915254237,0.274611398963731
0.3,0.111111111111111,0.290155440414508
0.35,0.148148148148148,0.357512953367876
0.4,0.186813186813187,0.383419689119171
0.45,0.22,0.404145077720207
0.5,0.299145299145299,0.424870466321244
0.55,0.344827586206897,0.492227979274611
0.6,0.377245508982036,0.538860103626943
0.65,0.463519313304721,0.647668393782383
0.7,0.512915129151292,0.683937823834197
0.75,0.553333333333333,0.694300518134715
0.8,0.677272727272727,0.735751295336788
0.85,0.722868217054264,0.740932642487047
0.9,0.823238566131026,0.740932642487047
0.95,0.898002853067047,0.740932642487047
1,0.898002853067047,0.740932642487047
