"alpha","FDR","power"
0.02,0.0121951219512195,0.209302325581395
0.05,0.01,0.255813953488372
0.07,0.00925925925925926,0.276485788113695
0.1,0.0078740157480315,0.325581395348837
0.15,0.0140845070422535,0.361757105943152
0.2,0.050561797752809,0.436692506459948
0.25,0.0612244897959184,0.475452196382429
0.3,0.0886075949367089,0.558139534883721
0.35,0.125,0.578811369509044
0.4,0.147482014388489,0.612403100775194
0.45,0.201298701298701,0.635658914728682
0.5,0.228658536585366,0.65374677002584
0.55,0.264957264957265,0.666666666666667
0.6,0.329048843187661,0.674418604651163
0.65,0.409691629955947,0.69250645994832
0.7,0.496336996336996,0.710594315245478
0.75,0.566037735849057,0.713178294573643
0.8,0.596491228070175,0.713178294573643
0.85,0.680875576036866,0.715762273901809
0.9,0.806896551724138,0.723514211886305
0.95,0.806896551724138,0.723514211886305
1,0.806896551724138,0.723514211886305
