"alpha","FDR","power"
0.02,0,0
0.05,0.0246913580246914,0.242331288343558
0.07,0.0943396226415094,0.294478527607362
0.1,0.0982142857142857,0.309815950920245
0.15,0.0930232558139535,0.358895705521472
0.2,0.143835616438356,0.383435582822086
0.25,0.227777777777778,0.426380368098159
0.3,0.267942583732057,0.469325153374233
0.35,0.299107142857143,0.48159509202454
0.4,0.320987654320988,0.506134969325153
0.45,0.41692789968652,0.570552147239264
0.5,0.438395415472779,0.601226993865031
0.55,0.477157360406091,0.631901840490798
0.6,0.521640091116173,0.644171779141104
0.65,0.55672268907563,0.647239263803681
0.7,0.614285714285714,0.662576687116564
0.75,0.65414710485133,0.677914110429448
0.8,0.7125,0.705521472392638
0.85,0.803645401822701,0.726993865030675
0.9,0.834250343878955,0.739263803680982
0.95,0.834250343878955,0.739263803680982
1,0.834250343878955,0.739263803680982
