"FDR","pow"
0,0.0780487804878049
0.05,0.0926829268292683
0.0454545454545455,0.102439024390244
0.0416666666666667,0.11219512195122
0.107142857142857,0.121951219512195
0.171428571428571,0.141463414634146
0.210526315789474,0.146341463414634
0.27906976744186,0.151219512195122
0.36,0.15609756097561
0.428571428571429,0.15609756097561
0.46031746031746,0.165853658536585
0.52,0.175609756097561
0.5625,0.204878048780488
0.572815533980582,0.214634146341463
0.614035087719298,0.214634146341463
0.657534246575342,0.24390243902439
0.68125,0.248780487804878
0.758409785932722,0.385365853658537
0.837455830388693,0.448780487804878
0.846737481031866,0.492682926829268
0.889279437609842,0.614634146341463
0.900065316786414,0.746341463414634
