"FDR","pow"
0,0.0353982300884956
0,0.0442477876106195
0,0.0486725663716814
0,0.0530973451327434
0.0588235294117647,0.0707964601769911
0.0588235294117647,0.0707964601769911
0.192307692307692,0.0929203539823009
0.3125,0.0973451327433628
0.361111111111111,0.101769911504425
0.470588235294118,0.119469026548673
0.5,0.119469026548673
0.53448275862069,0.119469026548673
0.583333333333333,0.132743362831858
0.586206896551724,0.15929203539823
0.628571428571429,0.172566371681416
0.644067796610169,0.185840707964602
0.655172413793103,0.221238938053097
0.725321888412017,0.283185840707965
0.801864801864802,0.376106194690265
0.838995568685377,0.482300884955752
0.880063542494043,0.668141592920354
0.890920966688439,0.738938053097345
