"alpha","FDR","power"
0.02,0,0.337748344370861
0.05,0,0.344370860927152
0.07,0,0.364238410596026
0.1,0.0428571428571429,0.443708609271523
0.15,0.102272727272727,0.52317880794702
0.2,0.161904761904762,0.582781456953642
0.25,0.216666666666667,0.622516556291391
0.3,0.251851851851852,0.66887417218543
0.35,0.326923076923077,0.695364238410596
0.4,0.411111111111111,0.701986754966887
0.45,0.436842105263158,0.708609271523179
0.5,0.5,0.721854304635762
0.55,0.564,0.721854304635762
0.6,0.593283582089552,0.721854304635762
0.65,0.616724738675958,0.728476821192053
0.7,0.647435897435897,0.728476821192053
0.75,0.666666666666667,0.728476821192053
0.8,0.684813753581662,0.728476821192053
0.85,0.727047146401985,0.728476821192053
0.9,0.772073921971253,0.735099337748344
0.95,0.919971160778659,0.735099337748344
1,0.919971160778659,0.735099337748344
