"alpha","FDR","power"
0.02,0,0.163522012578616
0.05,0,0.166666666666667
0.07,0.0776699029126214,0.29874213836478
0.1,0.0833333333333333,0.311320754716981
0.15,0.137404580152672,0.355345911949686
0.2,0.165644171779141,0.427672955974843
0.25,0.190217391304348,0.468553459119497
0.3,0.213270142180095,0.522012578616352
0.35,0.244635193133047,0.553459119496855
0.4,0.311827956989247,0.60377358490566
0.45,0.345514950166113,0.619496855345912
0.5,0.423913043478261,0.666666666666667
0.55,0.483173076923077,0.676100628930818
0.6,0.511261261261261,0.682389937106918
0.65,0.564299424184261,0.713836477987421
0.7,0.635646687697161,0.726415094339623
0.75,0.688502673796791,0.732704402515723
0.8,0.779564806054872,0.732704402515723
0.85,0.817411402157165,0.745283018867924
0.9,0.834843205574913,0.745283018867924
0.95,0.834843205574913,0.745283018867924
1,0.834843205574913,0.745283018867924
