"alpha","FDR","power"
0.02,0.0163934426229508,0.466926070038911
0.05,0.0152671755725191,0.501945525291829
0.07,0.0328947368421053,0.571984435797665
0.1,0.037037037037037,0.607003891050584
0.15,0.063953488372093,0.626459143968872
0.2,0.0769230769230769,0.700389105058366
0.25,0.0858585858585859,0.704280155642023
0.3,0.179166666666667,0.766536964980545
0.35,0.206349206349206,0.778210116731518
0.4,0.227272727272727,0.793774319066148
0.45,0.36280487804878,0.813229571984436
0.5,0.428184281842818,0.821011673151751
0.55,0.453367875647668,0.821011673151751
0.6,0.519362186788155,0.821011673151751
0.65,0.617059891107078,0.821011673151751
0.7,0.644182124789207,0.821011673151751
0.75,0.711748633879781,0.821011673151751
0.8,0.797504798464491,0.821011673151751
0.85,0.855775803144224,0.821011673151751
0.9,0.855775803144224,0.821011673151751
0.95,0.855775803144224,0.821011673151751
1,0.855775803144224,0.821011673151751
