"alpha","FDR","power"
0.02,0,0.258064516129032
0.05,0,0.330645161290323
0.07,0.010989010989011,0.362903225806452
0.1,0.0230769230769231,0.512096774193548
0.15,0.122222222222222,0.637096774193548
0.2,0.153061224489796,0.669354838709677
0.25,0.182242990654206,0.705645161290323
0.3,0.225108225108225,0.721774193548387
0.35,0.28125,0.741935483870968
0.4,0.328571428571429,0.758064516129032
0.45,0.355932203389831,0.766129032258065
0.5,0.443478260869565,0.774193548387097
0.55,0.517412935323383,0.782258064516129
0.6,0.579617834394904,0.798387096774194
0.65,0.619961612284069,0.798387096774194
0.7,0.677938808373591,0.806451612903226
0.75,0.752126366950182,0.82258064516129
0.8,0.810185185185185,0.826612903225806
0.85,0.861486486486487,0.826612903225806
0.9,0.861486486486487,0.826612903225806
0.95,0.861486486486487,0.826612903225806
1,0.861486486486487,0.826612903225806
