"alpha","FDR","power"
0.02,0,0
0.05,0.0222222222222222,0.254335260115607
0.07,0.0222222222222222,0.254335260115607
0.1,0.0217391304347826,0.260115606936416
0.15,0.0181818181818182,0.312138728323699
0.2,0.0178571428571429,0.317919075144509
0.25,0.0327868852459016,0.341040462427746
0.3,0.0298507462686567,0.375722543352601
0.35,0.0434782608695652,0.38150289017341
0.4,0.130434782608696,0.46242774566474
0.45,0.156862745098039,0.497109826589595
0.5,0.279411764705882,0.566473988439306
0.55,0.298611111111111,0.583815028901734
0.6,0.341772151898734,0.601156069364162
0.65,0.473684210526316,0.635838150289017
0.7,0.555984555984556,0.664739884393064
0.75,0.621359223300971,0.676300578034682
0.8,0.648809523809524,0.682080924855491
0.85,0.801916932907348,0.716763005780347
0.9,0.812405446293495,0.716763005780347
0.95,0.905989385898408,0.716763005780347
1,0.909224011713031,0.716763005780347
