"alpha","FDR","power"
0.02,0,0.242524916943522
0.05,0.0106382978723404,0.308970099667774
0.07,0.0102040816326531,0.322259136212625
0.1,0.0256410256410256,0.378737541528239
0.15,0.0604026845637584,0.465116279069767
0.2,0.107954545454545,0.521594684385382
0.25,0.14572864321608,0.564784053156146
0.3,0.165898617511521,0.601328903654485
0.35,0.182608695652174,0.624584717607973
0.4,0.22007722007722,0.67109634551495
0.45,0.302325581395349,0.697674418604651
0.5,0.347692307692308,0.704318936877076
0.55,0.397222222222222,0.720930232558139
0.6,0.477958236658933,0.747508305647841
0.65,0.53265306122449,0.760797342192691
0.7,0.617161716171617,0.770764119601329
0.75,0.674614305750351,0.770764119601329
0.8,0.788566243194192,0.774086378737541
0.85,0.820906994619523,0.774086378737541
0.9,0.839862542955326,0.774086378737541
0.95,0.839862542955326,0.774086378737541
1,0.839862542955326,0.774086378737541
