"FDR","pow"
0.0208333333333333,0.144171779141104
0.0740740740740741,0.153374233128834
0.135593220338983,0.156441717791411
0.196969696969697,0.162576687116564
0.219178082191781,0.174846625766871
0.213333333333333,0.180981595092025
0.244186046511628,0.199386503067485
0.27,0.223926380368098
0.285714285714286,0.260736196319018
0.301587301587302,0.269938650306748
0.358108108108108,0.291411042944785
0.452380952380952,0.352760736196319
0.515384615384615,0.386503067484663
0.597826086956522,0.45398773006135
0.633867276887872,0.49079754601227
0.689473684210526,0.542944785276074
0.721902017291066,0.592024539877301
0.763157894736842,0.662576687116564
0.787372330547818,0.702453987730061
0.835129993658846,0.797546012269939
0.838589981447124,0.800613496932515
0.838589981447124,0.800613496932515
