"alpha","FDR","power"
0.02,0.0198019801980198,0.305555555555556
0.05,0.0604395604395604,0.527777777777778
0.07,0.0666666666666667,0.561728395061728
0.1,0.112068965517241,0.635802469135803
0.15,0.132780082987552,0.645061728395062
0.2,0.163636363636364,0.709876543209877
0.25,0.212624584717608,0.731481481481482
0.3,0.273529411764706,0.762345679012346
0.35,0.313186813186813,0.771604938271605
0.4,0.416856492027335,0.790123456790123
0.45,0.462809917355372,0.802469135802469
0.5,0.496153846153846,0.808641975308642
0.55,0.57741935483871,0.808641975308642
0.6,0.633333333333333,0.814814814814815
0.65,0.686832740213523,0.814814814814815
0.7,0.721224920802534,0.814814814814815
0.75,0.778894472361809,0.814814814814815
0.8,0.827900912646675,0.814814814814815
0.85,0.827900912646675,0.814814814814815
0.9,0.827900912646675,0.814814814814815
0.95,0.827900912646675,0.814814814814815
1,0.827900912646675,0.814814814814815
