"FDR","pow"
0,0.11371237458194
0,0.133779264214047
0.0227272727272727,0.1438127090301
0.0961538461538462,0.157190635451505
0.180327868852459,0.167224080267559
0.214285714285714,0.183946488294314
0.246913580246914,0.204013377926421
0.307692307692308,0.210702341137124
0.351851851851852,0.234113712374582
0.365853658536585,0.260869565217391
0.398601398601399,0.287625418060201
0.51219512195122,0.334448160535117
0.595744680851064,0.381270903010033
0.61128526645768,0.414715719063545
0.629943502824859,0.438127090301003
0.644155844155844,0.45819397993311
0.687103594080338,0.494983277591973
0.72192513368984,0.521739130434783
0.771812080536913,0.568561872909699
0.799586776859504,0.648829431438127
0.830521472392638,0.739130434782609
0.847938144329897,0.789297658862876
