"FDR","pow"
0.0238095238095238,0.166666666666667
0.0566037735849057,0.203252032520325
0.0545454545454545,0.211382113821138
0.106060606060606,0.239837398373984
0.179487179487179,0.260162601626016
0.224719101123595,0.280487804878049
0.273684210526316,0.280487804878049
0.324074074074074,0.296747967479675
0.376,0.317073170731707
0.398496240601504,0.32520325203252
0.447368421052632,0.341463414634146
0.479289940828402,0.357723577235772
0.532338308457711,0.382113821138211
0.613475177304965,0.443089430894309
0.676258992805755,0.548780487804878
0.736448598130841,0.573170731707317
0.786816269284712,0.617886178861789
0.827946768060836,0.735772357723577
0.849811320754717,0.808943089430894
0.869755792110207,0.845528455284553
0.870807453416149,0.845528455284553
0.870807453416149,0.845528455284553
